time	interval	nano(22)ch2	nano(23)ch2	nano(24)ch2	HP(20)	current_flag	window_position
11:25:46	 0.00974083	0.0033875636	0.0034152329	0.0033384357	-0.0000099974	1	Both Open
11:25:47	 2.04283905	-0.0033875467	-0.0034154131	-0.0033387070	0.0000099978	-1	Both Open
11:25:49	 4.10422969	0.0033875594	0.0034153558	0.0033384069	-0.0000099974	1	Both Open
11:25:51	 6.17673659	-0.0033875734	-0.0034156435	-0.0033387064	0.0000099979	-1	Both Open
11:25:53	 8.21742892	0.0033875825	0.0034155349	0.0033384097	-0.0000099974	1	Both Open
11:25:55	10.28614640	-0.0033876096	-0.0034157833	-0.0033387385	0.0000099979	-1	Both Open
11:25:58	12.32711029	0.0033876370	0.0034156670	0.0033384318	-0.0000099974	1	Both Open
11:26:00	14.50808001	-0.0033876478	-0.0034158985	-0.0033387882	0.0000099979	-1	Both Open
11:26:02	16.73993087	0.0033876700	0.0034157680	0.0033385092	-0.0000099975	1	Both Open
11:26:04	18.86219549	-0.0033876850	-0.0034159908	-0.0033388363	0.0000099979	-1	Both Open
11:26:06	20.98540950	0.0033876616	0.0034158603	0.0033385279	-0.0000099975	1	Both Open
11:26:08	23.13803220	-0.0033875781	-0.0034160721	-0.0033388379	0.0000099979	-1	Both Open
11:26:10	25.27171516	0.0033874677	0.0034159215	0.0033385583	-0.0000099975	1	Both Open
11:26:13	27.33218026	-0.0033874388	-0.0034161316	-0.0033388667	0.0000099980	-1	Right Cavity Closed
11:26:15	29.37426448	0.0033873635	0.0034159635	0.0033385998	-0.0000099975	1	Right Cavity Closed
11:26:17	31.43461108	-0.0033873376	-0.0034162108	-0.0033388943	0.0000099979	-1	Right Cavity Closed
11:26:19	33.48649812	0.0033873016	0.0034160066	0.0033386020	-0.0000099975	1	Right Cavity Closed
11:26:21	35.54635143	-0.0033873167	-0.0034162332	-0.0033389479	0.0000099979	-1	Right Cavity Closed
11:26:23	37.58892655	0.0033872665	0.0034160618	0.0033386219	-0.0000099975	1	Right Cavity Closed
11:26:25	39.64675951	-0.0033872921	-0.0034162769	-0.0033389750	0.0000099979	-1	Right Cavity Closed
11:26:27	41.69020867	0.0033872403	0.0034161027	0.0033386462	-0.0000099974	1	Right Cavity Closed
11:26:29	43.74910045	-0.0033872727	-0.0034163244	-0.0033389683	0.0000099979	-1	Right Cavity Closed
11:26:31	45.80124569	0.0033872613	0.0034161584	0.0033386981	-0.0000099974	1	Right Cavity Closed
11:26:33	47.85328746	-0.0033873057	-0.0034163446	-0.0033390291	0.0000099980	-1	Right Cavity Closed
11:26:35	49.89501929	0.0033872707	0.0034162086	0.0033387197	-0.0000099974	1	Right Cavity Closed
11:26:37	51.95707679	-0.0033873072	-0.0034163921	-0.0033390203	0.0000099979	-1	Right Cavity Closed
11:26:39	54.01941991	0.0033872765	0.0034162294	0.0033387175	-0.0000099975	1	Right Cavity Closed
11:26:41	56.09574986	-0.0033873324	-0.0034164505	-0.0033390452	0.0000099978	-1	Right Cavity Closed
11:26:43	58.12804341	0.0033872995	0.0034162671	0.0033387849	-0.0000099975	1	Right Cavity Closed
11:26:45	60.19748569	-0.0033873612	-0.0034164620	-0.0033390860	0.0000099979	-1	Right Cavity Closed
11:26:47	62.24953985	0.0033873467	0.0034163146	0.0033387816	-0.0000099975	1	Right Cavity Closed
11:26:50	64.32107711	-0.0033873806	-0.0034165144	-0.0033391070	0.0000099979	-1	Right Cavity Closed
11:26:52	66.35340738	0.0033873593	0.0034163643	0.0033388186	-0.0000099974	1	Right Cavity Closed
11:26:54	68.43560481	-0.0033874115	-0.0034165602	-0.0033391778	0.0000099979	-1	Right Cavity Closed
11:26:56	70.46620727	0.0033874043	0.0034163888	0.0033388473	-0.0000099974	1	Right Cavity Closed
11:26:58	72.52833128	-0.0033874335	-0.0034165717	-0.0033391733	0.0000099979	-1	Right Cavity Closed
11:27:00	74.57111859	0.0033874164	0.0034164418	0.0033388788	-0.0000099975	1	Right Cavity Closed
11:27:02	76.63310885	-0.0033874581	-0.0034166110	-0.0033392153	0.0000099979	-1	Right Cavity Closed
11:27:04	78.67665625	0.0033874379	0.0034164707	0.0033389158	-0.0000099974	1	Right Cavity Closed
11:27:06	80.74884963	-0.0033874959	-0.0034166509	-0.0033392435	0.0000099978	-1	Right Cavity Closed
11:27:08	82.78086257	0.0033874478	0.0034165095	0.0033389225	-0.0000099975	1	Right Cavity Closed
11:27:10	84.85077929	-0.0033875084	-0.0034166913	-0.0033392684	0.0000099979	-1	Right Cavity Closed
11:27:12	86.90108824	0.0033874939	0.0034165313	0.0033389540	-0.0000099974	1	Right Cavity Closed
11:27:14	88.97090459	-0.0033875472	-0.0034167497	-0.0033392916	0.0000099979	-1	Right Cavity Closed
11:27:16	91.01289582	0.0033875285	0.0034165734	0.0033389960	-0.0000099975	1	Right Cavity Closed
11:27:18	93.07495260	-0.0033875624	-0.0034167464	-0.0033393187	0.0000099979	-1	Right Cavity Closed
11:27:20	95.11704850	0.0033875479	0.0034166127	0.0033389937	-0.0000099974	1	Right Cavity Closed
11:27:22	97.18479276	-0.0033875954	-0.0034167879	-0.0033393491	0.0000099979	-1	Right Cavity Closed
11:27:24	99.21783376	0.0033875647	0.0034166356	0.0033390330	-0.0000099974	1	Right Cavity Closed
11:27:26	101.27887321	-0.0033876331	-0.0034168321	-0.0033393623	0.0000099978	-1	Right Cavity Closed
11:27:29	103.32956147	0.0033875987	0.0034166629	0.0033390512	-0.0000099974	1	Right Cavity Closed
11:27:31	105.39055467	-0.0033876672	-0.0034168704	-0.0033394131	0.0000099979	-1	Right Cavity Closed
11:27:33	107.44228363	0.0033876501	0.0034167011	0.0033390965	-0.0000099975	1	Right Cavity Closed
11:27:35	109.51482725	-0.0033876950	-0.0034168884	-0.0033394645	0.0000099979	-1	Right Cavity Closed
11:27:37	111.55658913	0.0033876820	0.0034167443	0.0033391374	-0.0000099975	1	Right Cavity Closed
11:27:39	113.61424565	-0.0033877248	-0.0034169506	-0.0033394933	0.0000099980	-1	Right Cavity Closed
11:27:41	115.65685177	0.0033877072	0.0034167825	0.0033391811	-0.0000099975	1	Right Cavity Closed
11:27:43	117.72754025	-0.0033877537	-0.0034169648	-0.0033394872	0.0000099979	-1	Right Cavity Closed
11:27:45	119.76900411	0.0033877302	0.0034167918	0.0033392092	-0.0000099975	1	Right Cavity Closed
11:27:47	121.83171105	-0.0033877683	-0.0034169730	-0.0033395380	0.0000099979	-1	Right Cavity Closed
11:27:49	123.88471746	0.0033877591	0.0034168327	0.0033392010	-0.0000099974	1	Right Cavity Closed
11:27:51	125.94248152	-0.0033878087	-0.0034170276	-0.0033395596	0.0000099979	-1	Right Cavity Closed
11:27:53	127.99371266	0.0033877690	0.0034168529	0.0033392275	-0.0000099975	1	Right Cavity Closed
11:27:55	130.04593945	-0.0033878312	-0.0034170527	-0.0033395679	0.0000099978	-1	Right Cavity Closed
11:27:57	132.08884811	0.0033878146	0.0034169032	0.0033392976	-0.0000099974	1	Right Cavity Closed
11:27:59	134.16236472	-0.0033878548	-0.0034170844	-0.0033396170	0.0000099979	-1	Right Cavity Closed
11:28:01	136.22525477	0.0033878418	0.0034169381	0.0033392883	-0.0000099974	1	Right Cavity Closed
11:28:03	138.26792002	-0.0033878951	-0.0034171412	-0.0033396364	0.0000099980	-1	Right Cavity Closed
11:28:06	140.31107235	0.0033878654	0.0034169698	0.0033393418	-0.0000099974	1	Right Cavity Closed
11:28:08	142.37446761	-0.0033879150	-0.0034171630	-0.0033396734	0.0000099979	-1	Right Cavity Closed
11:28:10	144.42551708	0.0033879016	0.0034169960	0.0033393811	-0.0000099974	1	Right Cavity Closed
11:28:12	146.48691607	-0.0033879323	-0.0034171838	-0.0033397060	0.0000099979	-1	Right Cavity Closed
11:28:14	148.53017282	0.0033879388	0.0034170189	0.0033393954	-0.0000099975	1	Right Cavity Closed
11:28:16	150.59890723	-0.0033879805	-0.0034172034	-0.0033397182	0.0000099979	-1	Right Cavity Closed
11:28:18	152.63218594	0.0033879545	0.0034170560	0.0033394126	-0.0000099975	1	Right Cavity Closed
11:28:20	154.69224143	-0.0033879894	-0.0034172362	-0.0033397447	0.0000099979	-1	Right Cavity Closed
11:28:22	156.73359537	0.0033879948	0.0034170910	0.0033394435	-0.0000099974	1	Right Cavity Closed
11:28:24	158.81398654	-0.0033880366	-0.0034172689	-0.0033397878	0.0000099979	-1	Right Cavity Closed
11:28:26	160.85636330	0.0033880032	0.0034171183	0.0033394667	-0.0000099974	1	Right Cavity Closed
11:28:28	162.90608907	-0.0033880680	-0.0034172788	-0.0033398171	0.0000099979	-1	Right Cavity Closed
11:28:30	164.94787192	0.0033880499	0.0034171560	0.0033395060	-0.0000099974	1	Right Cavity Closed
11:28:32	167.00765419	-0.0033880932	-0.0034173197	-0.0033398436	0.0000099978	-1	Right Cavity Closed
11:28:34	169.05939651	0.0033880656	0.0034171756	0.0033395148	-0.0000099975	1	Right Cavity Closed
11:28:36	171.12051892	-0.0033881194	-0.0034173629	-0.0033398441	0.0000099980	-1	Right Cavity Closed
11:28:38	173.17192769	0.0033881064	0.0034172351	0.0033395474	-0.0000099975	1	Right Cavity Closed
11:28:40	175.24159884	-0.0033881650	-0.0034173923	-0.0033399160	0.0000099978	-1	Right Cavity Closed
11:28:42	177.28436589	0.0033881442	0.0034172340	0.0033395778	-0.0000099974	1	Right Cavity Closed
11:28:45	179.34539175	-0.0033881838	-0.0034174202	-0.0033399071	0.0000099978	-1	Right Cavity Closed
11:28:47	181.39765072	0.0033881751	0.0034172646	0.0033396137	-0.0000099974	1	Right Cavity Closed
11:28:49	183.46080089	-0.0033882231	-0.0034174633	-0.0033399580	0.0000099980	-1	Right Cavity Closed
11:28:51	185.52313113	0.0033881887	0.0034173006	0.0033396590	-0.0000099974	1	Right Cavity Closed
11:28:53	187.58480883	-0.0033882525	-0.0034175228	-0.0033399856	0.0000099979	-1	Right Cavity Closed
11:28:55	189.62794280	0.0033882343	0.0034173536	0.0033396750	-0.0000099974	1	Right Cavity Closed
11:28:57	191.70009470	-0.0033882567	-0.0034175234	-0.0033400149	0.0000099979	-1	Right Cavity Closed
11:28:59	193.75216985	0.0033882668	0.0034173607	0.0033396905	-0.0000099974	1	Right Cavity Closed
11:29:01	195.81357312	-0.0033882981	-0.0034175632	-0.0033400425	0.0000099979	-1	Right Cavity Closed
11:29:03	197.86423492	0.0033883019	0.0034174115	0.0033397098	-0.0000099974	1	Right Cavity Closed
11:29:05	199.92586589	-0.0033883284	-0.0034175933	-0.0033400320	0.0000099979	-1	Right Cavity Closed
11:29:07	201.97784328	0.0033883207	0.0034174595	0.0033397612	-0.0000099974	1	Right Cavity Closed
11:29:09	204.04756093	-0.0033883588	-0.0034176233	-0.0033400839	0.0000099978	-1	Right Cavity Closed
11:29:11	206.07958794	0.0033883564	0.0034174797	0.0033397999	-0.0000099974	1	Right Cavity Closed
11:29:13	208.15799212	-0.0033883981	-0.0034176462	-0.0033401138	0.0000099979	-1	Right Cavity Closed
11:29:15	210.21146607	0.0033883894	0.0034175010	0.0033398060	-0.0000099974	1	Right Cavity Closed
11:29:17	212.29186130	-0.0033884107	-0.0034176795	-0.0033401348	0.0000099979	-1	Right Cavity Closed
11:29:20	214.32356834	0.0033884219	0.0034175294	0.0033398563	-0.0000099974	1	Right Cavity Closed
11:29:22	216.38150024	-0.0033884610	-0.0034177341	-0.0033401525	0.0000099979	-1	Right Cavity Closed
11:29:24	218.43340802	0.0033884460	0.0034175573	0.0033398740	-0.0000099974	1	Right Cavity Closed
11:29:26	220.49517822	-0.0033884961	-0.0034177511	-0.0033402055	0.0000099979	-1	Right Cavity Closed
11:29:28	222.53695464	0.0033884769	0.0034176020	0.0033398927	-0.0000099975	1	Right Cavity Closed
11:29:30	224.60702062	-0.0033885344	-0.0034177986	-0.0033402353	0.0000099980	-1	Right Cavity Closed
11:29:32	226.63998532	0.0033885010	0.0034176310	0.0033399287	-0.0000099975	1	Right Cavity Closed
11:29:34	228.71275496	-0.0033885653	-0.0034178051	-0.0033402596	0.0000099978	-1	Right Cavity Closed
11:29:36	230.74600291	0.0033885382	0.0034176725	0.0033399585	-0.0000099975	1	Right Cavity Closed
11:29:38	232.80368161	-0.0033885972	-0.0034178504	-0.0033402922	0.0000099980	-1	Right Cavity Closed
11:29:40	234.85761666	0.0033885497	0.0034177014	0.0033399778	-0.0000099973	1	Right Cavity Closed
11:29:42	236.91912127	-0.0033886082	-0.0034178881	-0.0033402889	0.0000099978	-1	Right Cavity Closed
11:29:44	238.97206593	0.0033885864	0.0034177434	0.0033399966	-0.0000099975	1	Right Cavity Closed
11:29:46	241.02193952	-0.0033886423	-0.0034178957	-0.0033403574	0.0000099980	-1	Right Cavity Closed
11:29:48	243.07515049	0.0033886173	0.0034177636	0.0033400347	-0.0000099974	1	Right Cavity Closed
11:29:50	245.13296723	-0.0033886591	-0.0034179460	-0.0033403541	0.0000099980	-1	Right Cavity Closed
11:29:52	247.18398595	0.0033886440	0.0034178068	0.0033400801	-0.0000099974	1	Right Cavity Closed
11:29:54	249.25201678	-0.0033886695	-0.0034179629	-0.0033403685	0.0000099979	-1	Right Cavity Closed
11:29:56	251.29334760	0.0033886702	0.0034178335	0.0033400712	-0.0000099975	1	Right Cavity Closed
11:29:59	253.35218668	-0.0033887198	-0.0034179989	-0.0033404387	0.0000099979	-1	Right Cavity Closed
11:30:01	255.41261601	0.0033887053	0.0034178466	0.0033401546	-0.0000099974	1	Right Cavity Closed
11:30:03	257.45560837	-0.0033887387	-0.0034180426	-0.0033404497	0.0000099979	-1	Right Cavity Closed
11:30:05	259.51732326	0.0033887431	0.0034178614	0.0033401419	-0.0000099974	1	Right Cavity Closed
11:30:07	261.57943535	-0.0033887743	-0.0034180568	-0.0033404558	0.0000099979	-1	Right Cavity Closed
11:30:09	263.63149905	0.0033887588	0.0034179018	0.0033401856	-0.0000099974	1	Right Cavity Closed
11:30:11	265.69202423	-0.0033888073	-0.0034180890	-0.0033404917	0.0000099979	-1	Right Cavity Closed
11:30:13	267.73471737	0.0033888112	0.0034179329	0.0033402276	-0.0000099975	1	Right Cavity Closed
11:30:15	269.80355930	-0.0033888514	-0.0034181081	-0.0033405304	0.0000099980	-1	Right Cavity Closed
11:30:17	271.85518241	0.0033888222	0.0034179749	0.0033402436	-0.0000099975	1	Right Cavity Closed
11:30:19	273.91512060	-0.0033888535	-0.0034181633	-0.0033405829	0.0000099979	-1	Right Cavity Closed
11:30:21	275.95930743	0.0033888709	0.0034180093	0.0033402806	-0.0000099975	1	Right Cavity Closed
11:30:23	278.02959037	-0.0033888907	-0.0034181709	-0.0033405740	0.0000099979	-1	Right Cavity Closed
11:30:25	280.08096099	0.0033888767	0.0034180416	0.0033403033	-0.0000099975	1	Right Cavity Closed
11:30:27	282.14167142	-0.0033889064	-0.0034182070	-0.0033406006	0.0000099979	-1	Right Cavity Closed
11:30:29	284.21338105	0.0033888898	0.0034180754	0.0033403143	-0.0000099974	1	Right Cavity Closed
11:30:31	286.26451755	-0.0033889394	-0.0034182201	-0.0033406160	0.0000099979	-1	Right Cavity Closed
11:30:34	288.31700206	0.0033889264	0.0034180934	0.0033403591	-0.0000099975	1	Right Cavity Closed
11:30:36	290.38063931	-0.0033889572	-0.0034182266	-0.0033406613	0.0000099978	-1	Right Cavity Closed
11:30:38	292.43379045	0.0033889600	0.0034181142	0.0033403685	-0.0000099974	1	Right Cavity Closed
11:30:40	294.50130367	-0.0033889776	-0.0034182774	-0.0033406735	0.0000099979	-1	Right Cavity Closed
11:30:42	296.54353380	0.0033889705	0.0034181065	0.0033404055	-0.0000099974	1	Right Cavity Closed
11:30:44	298.61596417	-0.0033890222	-0.0034182719	-0.0033407127	0.0000099978	-1	Right Cavity Closed
11:30:46	300.65831518	0.0033890082	0.0034181267	0.0033404221	-0.0000099975	1	Right Cavity Closed
11:30:48	302.71679783	-0.0033890426	-0.0034182889	-0.0033407359	0.0000099979	-1	Right Cavity Closed
11:30:50	304.77047253	0.0033890318	0.0034181835	0.0033404547	-0.0000099975	1	Right Cavity Closed
11:30:52	306.83089113	-0.0033890913	-0.0034183315	-0.0033407862	0.0000099979	-1	Right Cavity Closed
11:30:54	308.88353276	0.0033890590	0.0034182283	0.0033404806	-0.0000099975	1	Right Cavity Closed
11:30:56	310.95287561	-0.0033891139	-0.0034184046	-0.0033408177	0.0000099979	-1	Right Cavity Closed
11:30:58	313.00384402	0.0033891041	0.0034182649	0.0033405337	-0.0000099974	1	Right Cavity Closed
11:31:00	315.08633423	-0.0033891196	-0.0034184063	-0.0033408249	0.0000099979	-1	Right Cavity Closed
11:31:02	317.12851167	0.0033891444	0.0034183227	0.0033405519	-0.0000099975	1	Right Cavity Closed
11:31:04	319.17753410	-0.0033891584	-0.0034184767	-0.0033408442	0.0000099978	-1	Right Cavity Closed
11:31:06	321.22964978	0.0033891622	0.0034183408	0.0033405945	-0.0000099974	1	Right Cavity Closed
11:31:08	323.28935814	-0.0033891914	-0.0034185089	-0.0033408713	0.0000099979	-1	Right Cavity Closed
11:31:11	325.33237743	0.0033891910	0.0034183561	0.0033405939	-0.0000099975	1	Right Cavity Closed
11:31:13	327.39076805	-0.0033892270	-0.0034185138	-0.0033409255	0.0000099979	-1	Right Cavity Closed
11:31:15	329.45332932	0.0033892345	0.0034184025	0.0033406354	-0.0000099975	1	Right Cavity Closed
11:31:17	331.50141001	-0.0033892574	-0.0034185646	-0.0033409210	0.0000099980	-1	Right Cavity Closed
11:31:19	333.54313684	0.0033892356	0.0034183981	0.0033406536	-0.0000099974	1	Right Cavity Closed
11:31:21	335.61467671	-0.0033892705	-0.0034185859	-0.0033409757	0.0000099980	-1	Right Cavity Closed
11:31:23	337.65715694	0.0033892780	0.0034184445	0.0033406724	-0.0000099975	1	Right Cavity Closed
11:31:25	339.71542072	-0.0033893051	-0.0034186268	-0.0033410056	0.0000099978	-1	Right Cavity Closed
11:31:27	341.75764108	0.0033892948	0.0034184844	0.0033406983	-0.0000099974	1	Right Cavity Closed
11:31:29	343.82010984	-0.0033893266	-0.0034186459	-0.0033410111	0.0000099979	-1	Right Cavity Closed
11:31:31	345.87242723	0.0033893294	0.0034185057	0.0033407304	-0.0000099974	1	Right Cavity Closed
11:31:33	347.92486382	-0.0033893664	-0.0034186651	-0.0033410349	0.0000099979	-1	Right Cavity Closed
11:31:35	349.97526598	0.0033893692	0.0034185597	0.0033407702	-0.0000099974	1	Right Cavity Closed
11:31:37	352.03771091	-0.0033893910	-0.0034187147	-0.0033410829	0.0000099979	-1	Right Cavity Closed
11:31:39	354.07977962	0.0033893975	0.0034185870	0.0033408111	-0.0000099974	1	Right Cavity Closed
11:31:41	356.14856839	-0.0033894466	-0.0034187371	-0.0033411166	0.0000099979	-1	Right Cavity Closed
11:31:43	358.20026898	0.0033894446	0.0034186323	0.0033408243	-0.0000099975	1	Right Cavity Closed
11:31:45	360.28128076	-0.0033894591	-0.0034187994	-0.0033411299	0.0000099979	-1	Right Cavity Closed
11:31:48	362.33348846	0.0033894619	0.0034186372	0.0033408674	-0.0000099975	1	Right Cavity Closed
11:31:50	364.38409424	-0.0033895042	-0.0034188163	-0.0033411769	0.0000099979	-1	Right Cavity Closed
11:31:52	366.42513371	0.0033894771	0.0034186776	0.0033408713	-0.0000099974	1	Right Cavity Closed
11:31:54	368.48722005	-0.0033895257	-0.0034188430	-0.0033411957	0.0000099979	-1	Right Cavity Closed
11:31:56	370.53814912	0.0033895038	0.0034187077	0.0033409061	-0.0000099975	1	Right Cavity Closed
11:31:58	372.58637500	-0.0033895367	-0.0034188589	-0.0033412272	0.0000099979	-1	Right Cavity Closed
11:32:00	374.63778353	0.0033895437	0.0034187295	0.0033409343	-0.0000099975	1	Right Cavity Closed
11:32:02	376.69084620	-0.0033895781	-0.0034188906	-0.0033412598	0.0000099978	-1	Right Cavity Closed
11:32:04	378.74214602	0.0033895782	0.0034187836	0.0033409801	-0.0000099974	1	Right Cavity Closed
11:32:06	380.80049586	-0.0033896074	-0.0034189217	-0.0033412598	0.0000099978	-1	Right Cavity Closed
11:32:08	382.85189629	0.0033895945	0.0034187737	0.0033409846	-0.0000099974	1	Right Cavity Closed
11:32:10	384.92096663	-0.0033896399	-0.0034189326	-0.0033413244	0.0000099979	-1	Right Cavity Closed
11:32:12	386.97139478	0.0033896333	0.0034188229	0.0033409967	-0.0000099975	1	Right Cavity Closed
11:32:14	389.02159905	-0.0033896614	-0.0034189801	-0.0033413460	0.0000099979	-1	Right Cavity Closed
11:32:16	391.07251954	0.0033896464	0.0034188442	0.0033410371	-0.0000099975	1	Right Cavity Closed
11:32:18	393.13392949	-0.0033896698	-0.0034189981	-0.0033413520	0.0000099978	-1	Right Cavity Closed
11:32:20	395.19663811	0.0033896778	0.0034188835	0.0033410735	-0.0000099975	1	Right Cavity Closed
11:32:22	397.24694228	-0.0033897258	-0.0034190434	-0.0033414051	0.0000099979	-1	Right Cavity Closed
11:32:24	399.29835463	0.0033897108	0.0034188862	0.0033410995	-0.0000099975	1	Right Cavity Closed
11:32:27	401.35830712	-0.0033897473	-0.0034190746	-0.0033414443	0.0000099980	-1	Right Cavity Closed
11:32:29	403.41005492	0.0033897265	0.0034189053	0.0033411266	-0.0000099974	1	Right Cavity Closed
11:32:31	405.46930599	-0.0033897651	-0.0034190784	-0.0033414504	0.0000099980	-1	Right Cavity Closed
11:32:33	407.51100755	0.0033897679	0.0034189310	0.0033411592	-0.0000099975	1	Right Cavity Closed
11:32:35	409.57908773	-0.0033898029	-0.0034191264	-0.0033414791	0.0000099979	-1	Right Cavity Closed
11:32:37	411.62079883	0.0033897894	0.0034189894	0.0033412067	-0.0000099974	1	Right Cavity Closed
11:32:39	413.68326759	-0.0033898333	-0.0034191423	-0.0033415161	0.0000099979	-1	Right Cavity Closed
11:32:41	415.73428130	0.0033898240	0.0034190080	0.0033412365	-0.0000099975	1	Right Cavity Closed
11:32:43	417.79488420	-0.0033898610	-0.0034191756	-0.0033415454	0.0000099979	-1	Right Cavity Closed
11:32:45	419.85734248	0.0033898523	0.0034190467	0.0033412316	-0.0000099975	1	Right Cavity Closed
11:32:47	421.91576600	-0.0033898841	-0.0034192105	-0.0033415675	0.0000099978	-1	Right Cavity Closed
11:32:49	423.94886279	0.0033898690	0.0034190948	0.0033412702	-0.0000099975	1	Right Cavity Closed
11:32:51	426.00802326	-0.0033899145	-0.0034192258	-0.0033415802	0.0000099979	-1	Right Cavity Closed
11:32:53	428.04943013	0.0033898900	0.0034191172	0.0033412923	-0.0000099974	1	Right Cavity Closed
11:32:55	430.11218429	-0.0033899202	-0.0034192744	-0.0033415979	0.0000099978	-1	Right Cavity Closed
11:32:57	432.15441847	0.0033899461	0.0034191330	0.0033413509	-0.0000099974	1	Right Cavity Closed
11:32:59	434.22284842	-0.0033899642	-0.0034192979	-0.0033416349	0.0000099980	-1	Right Cavity Closed
11:33:01	436.28457808	0.0033899738	0.0034191641	0.0033413741	-0.0000099975	1	Right Cavity Closed
11:33:04	438.34739876	-0.0033899868	-0.0034193366	-0.0033416637	0.0000099979	-1	Right Cavity Closed
11:33:06	440.40817952	0.0033899937	0.0034192084	0.0033413863	-0.0000099975	1	Right Cavity Closed
11:33:08	442.45772314	-0.0033900360	-0.0034193710	-0.0033417029	0.0000099979	-1	Right Cavity Closed
11:33:10	444.49916625	0.0033900236	0.0034192400	0.0033414028	-0.0000099975	1	Right Cavity Closed
11:33:12	446.57008100	-0.0033900601	-0.0034193961	-0.0033417112	0.0000099980	-1	Right Cavity Closed
11:33:14	448.61138058	0.0033900440	0.0034192553	0.0033414531	-0.0000099975	1	Right Cavity Closed
11:33:16	450.69180894	-0.0033900816	-0.0034194043	-0.0033417598	0.0000099980	-1	Right Cavity Closed
11:33:18	452.73492932	0.0033900702	0.0034192722	0.0033414587	-0.0000099974	1	Right Cavity Closed
11:33:20	454.78694940	-0.0033901057	-0.0034194720	-0.0033417720	0.0000099978	-1	Right Cavity Closed
11:33:22	456.83831358	0.0033901001	0.0034193197	0.0033414730	-0.0000099974	1	Right Cavity Closed
11:33:24	458.88660336	-0.0033901450	-0.0034194770	-0.0033418106	0.0000099978	-1	Right Cavity Closed
11:33:26	460.93938184	0.0033901310	0.0034193438	0.0033415299	-0.0000099974	1	Right Cavity Closed
11:33:28	463.00366712	-0.0033901702	-0.0034195195	-0.0033418228	0.0000099979	-1	Right Cavity Closed
11:33:30	465.05684972	0.0033901708	0.0034193945	0.0033415493	-0.0000099974	1	Right Cavity Closed
11:33:32	467.11853933	-0.0033901948	-0.0034195277	-0.0033418670	0.0000099978	-1	Right Cavity Closed
11:33:34	469.16164947	0.0033901913	0.0034194011	0.0033415802	-0.0000099975	1	Right Cavity Closed
11:33:36	471.22081161	-0.0033902184	-0.0034195725	-0.0033418869	0.0000099978	-1	Right Cavity Closed
11:33:38	473.27252364	0.0033902232	0.0034194393	0.0033416211	-0.0000099975	1	Right Cavity Closed
11:33:41	475.32242370	-0.0033902524	-0.0034195501	-0.0033418941	0.0000099978	-1	Right Cavity Closed
11:33:43	477.36440229	0.0033902458	0.0034194197	0.0033416371	-0.0000099974	1	Right Cavity Closed
11:33:45	479.42475343	-0.0033902771	-0.0034196074	-0.0033419493	0.0000099979	-1	Right Cavity Closed
11:33:47	481.47545552	0.0033902688	0.0034194983	0.0033416786	-0.0000099975	1	Right Cavity Closed
11:33:49	483.54792666	-0.0033903012	-0.0034196413	-0.0033419444	0.0000099978	-1	Right Cavity Closed
11:33:51	485.60031819	0.0033902940	0.0034194961	0.0033416996	-0.0000099975	1	Right Cavity Closed
11:33:53	487.66865826	-0.0033903305	-0.0034196599	-0.0033419924	0.0000099978	-1	Right Cavity Closed
11:33:55	489.71140289	0.0033903375	0.0034195622	0.0033417244	-0.0000099974	1	Right Cavity Closed
11:33:57	491.77127194	-0.0033903693	-0.0034197101	-0.0033420123	0.0000099980	-1	Right Cavity Closed
11:33:59	493.81231642	0.0033903631	0.0034195916	0.0033417532	-0.0000099974	1	Right Cavity Closed
11:34:01	495.87339664	-0.0033903897	-0.0034197527	-0.0033420543	0.0000099978	-1	Right Cavity Closed
11:34:03	497.91710377	0.0033903731	0.0034196069	0.0033417786	-0.0000099974	1	Right Cavity Closed
11:34:05	499.99745679	-0.0033904238	-0.0034197843	-0.0033420947	0.0000099980	-1	Right Cavity Closed
11:34:07	502.02908468	0.0033904197	0.0034196626	0.0033417902	-0.0000099974	1	Right Cavity Closed
11:34:09	504.10913777	-0.0033904589	-0.0034197849	-0.0033421096	0.0000099979	-1	Right Cavity Closed
11:34:11	506.14418721	0.0033904575	0.0034196834	0.0033418449	-0.0000099976	1	Right Cavity Closed
11:34:13	508.20269680	-0.0033904893	-0.0034198482	-0.0033421455	0.0000099979	-1	Right Cavity Closed
11:34:15	510.25511479	0.0033904758	0.0034197014	0.0033418598	-0.0000099974	1	Right Cavity Closed
11:34:18	512.31804371	-0.0033904961	-0.0034198542	-0.0033421670	0.0000099979	-1	Right Cavity Closed
11:34:20	514.36032033	0.0033905051	0.0034197412	0.0033418764	-0.0000099975	1	Right Cavity Closed
11:34:22	516.42168117	-0.0033905301	-0.0034198897	-0.0033421687	0.0000099979	-1	Right Cavity Closed
11:34:24	518.47361636	0.0033905376	0.0034197565	0.0033419156	-0.0000099975	1	Right Cavity Closed
11:34:26	520.53579783	-0.0033905589	-0.0034198996	-0.0033422306	0.0000099979	-1	Right Cavity Closed
11:34:28	522.57823491	0.0033905465	0.0034197838	0.0033419267	-0.0000099975	1	Right Cavity Closed
11:34:30	524.63960075	-0.0033905899	-0.0034199487	-0.0033422284	0.0000099979	-1	Right Cavity Closed
11:34:32	526.68164134	0.0033905884	0.0034198111	0.0033419924	-0.0000099975	1	Right Cavity Closed
